en,ur,en_len,ur_len
and they all forsook him and fled,اس پر سب شاگرد اسے چھوڑ کر بھاگ گئے ۔,7,10
and there followed him a certain young man having a linen cloth cast about his naked body and the young men laid hold on him,مگر ایک جوان اپنے ننگے بدن پر مہین چادر اوڑھے ہوئے اس کے پیچھے ہولیا ۔ اسے لوگوں نے پکڑا ۔,25,21
and he left the linen cloth and fled from them naked,مگر وہ چادر چھوڑ کر ننگا بھاگ گیا ۔,11,9
and they led jesus away to the high priest and with him were assembled all the chief priests and the elders and the scribes,پھر وہ یسوع کو سردار کاہن کے پاس لے گئے اور سب سردار کاہن اور بزرگ اور فقیہ اس کے ہاں جمع ہوگئے ۔,24,24
and peter followed him afar off even into the palace of the high priest and he sat with the servants and warmed himself at the fire,اور پطرس فاصلہ پر اس کے پیچھے پیچھے سردار کاہن کے دیوان خانہ کے اندر تک گیا اور پیادوں کے ساتھ بیٹھ کر آگ تاپنے لگا ۔,26,27
and the chief priests and all the council sought for witness against jesus to put him to death and found none,اور سردار کاہن اور سب صدر عدالت والے یسوع کو مار ڈانے کے لئے اس کے خلاف گواہی ڈھونڑنے لگے مگر نہ پائی ۔,21,24
for many bare false witness against him but their witness agreed not together,کیونکہ بہتیروں نے اس پر جھوٹی گواہیاں تو دیں لیکن ان کی گواہیاں متفق نہ تھیں ۔,13,17
and there arose certain and bare false witness against him saying,پھر بعض نے اٹھکر اس پر یہ جھوٹی گواہی دی کہ ۔,11,12
we heard him say i will destroy this temple that is made with hands and within three days i will build another made without hands,ہم نے اسے یہ کہتے سنا ہے کہ میں اس مقدس کو جو ہاتھ سے بناہے ڈھاونگا اور تین دن میں دوسرا بناؤں گا جو ہاتھ سے نہ بنا ہو ۔,25,31
but neither so did their witness agree together,لیکن اس پر بھی ان کی گواہی متفق نہ نکلی ۔,8,11
and the high priest stood up in the midst and asked jesus saying answerest thou nothing what is it which these witness against thee,پھر سردار کاہن نے بیچ میں کھڑے ہوکر یسوع سے پوچھا کہ تو کچھ جواب نہیں دیتا یہ تیرے خلاف کیا گواہی دیتے ہیں ۔,24,25
but he held his peace and answered nothing again the high priest asked him and said unto him art thou the christ the son of the blessed,مگر وہ خاموش ہی رہا اور کچھ جواب نہ دیا ۔ سردار کاہن نے اس سے پھر سوال کیا اور کہا کیا تو اس ستودہ کا بیٹا مسیع ہے ۔,27,30
and jesus said i am and ye shall see the son of man sitting on the right hand of power and coming in the clouds of heaven,یسوع نے کہا ہاں میں ہوں اور تم ابن آدم کو قادر مطلق کی دہنی طرف بیٹھے اور آسمان کے بادلوں کے ساتھ آتے دیکھو گے ۔,27,27
then the high priest rent his clothes and saith what need we any further witnesses,سردار کاہن نے اپنے کپڑے پھاڑ کرکہا اب ہمیں گواہوں کی کیا حاجت رہی ۔,15,15
ye have heard the blasphemy what think ye and they all condemned him to be guilty of death,تم نے یہ کفر سنا ۔ تمہاری کیا رائے ہے ان سب نے فتوے دیا کہ وہ قتل کے لائق ہے ۔,18,22
and some began to spit on him and to cover his face and to buffet him and to say unto him prophesy and the servants did strike him with the palms of their hands,تب بعض اس پر تھوکنے اور اس کا منہ ڈھانپنے اور اس کے مکے مارنے اور اس سے کہنے لگے نبتوت کی باتیں سنا اور پیادوں نے اسے طمانچے مار مار کر اپنے قبضہ میں لیا ۔,34,37
and as peter was beneath in the palace there cometh one of the maids of the high priest,جب پطرس نیچے صحن میں تھا تو سردار کاہن کی لونڑیوں میں سے ایک وہاں آئی ۔,18,17
and when she saw peter warming himself she looked upon him and said and thou also wast with jesus of nazareth,اور پطرس کو آگ تاپتے دیکھ کر اس پر نظر کی اور کہنے لگی تو بھی اس ناصری یسوع کے ساتھ تھا ۔,21,23
but he denied saying i know not neither understand i what thou sayest and he went out into the porch and the cock crew,اس نے انکار کیا اور کہا کہ میں تو نہ جانتا اور نہ سمجھتا ہوں کہ تو کیا کہتی ہے ۔ پھر وہ باہر ڈیوڑھی میں گیا اور مرغ نے بانگ دی ۔,24,33
and a maid saw him again and began to say to them that stood by this is one of them,وہ لونڑی اسے دیکھ کر ان سے جو پاس کھڑے تھے پھر کہنے لگی یہ ان میں سے ہے ۔,20,20
and he denied it again and a little after they that stood by said again to peter surely thou art one of them for thou art a galilaean and thy speech agreeth thereto,مگر اس نے پھر انکار کیا اور تھوڑی دیر بعد انہوں نے جو پاس کھڑے تھے پطرس سے پھر کہا بیشک تو ان میں سے ہے کیونکہ تو گلیلی بھی ہے ۔,33,32
but he began to curse and to swear saying i know not this man of whom ye speak,مگر وہ لعنت کرنے اور قسم کھانے لگا کہ میں اس آدمی کو جس کا تم ذکر کرتے ہو نہیں جانتا ۔,18,22
and straightway in the morning the chief priests held a consultation with the elders and scribes and the whole council and bound jesus and carried him away and delivered him to pilate,اور فی الفور صبع ہوتے ہی سردار کاہنوں نے بزرگوں اور فقیہوں اور سب صدر عدالت والوں سمیت صلاح کرکے یسوع کو بندھوایا اور لے جاکر پیلاطس کے حوالہ کیا ۔,32,31
and pilate asked him art thou the king of the jews and he answering said unto him thou sayest it,اور پیلاطس نے اس سے پوچھا کیا تو یہودیوں کا بادشاہ ہے اس نے جواب میں اس سے کہا تو خود کہتا ہے ۔,20,24
and the chief priests accused him of many things but he answered nothing,اور سردار کاہن اس پر بہت باتوں کا الزام لگاتے رہے ۔,13,12
and pilate asked him again saying answerest thou nothing behold how many things they witness against thee,پیلاطس نے اس سے دو بارہ سوال کر کے یہ کہا تو کچھ جواب نہیں دیتا دیکھ یہ تجھ پر کتنی باتوں کا الزام لگاتے ہیں ۔,17,27
but jesus yet answered nothing so that pilate marvelled,یسوع نے پھر بھی کچھ جواب نہ دیا یہاں تک کہ پیلاطس نے تعجب کیا ۔,9,16
now at that feast he released unto them one prisoner whomsoever they desired,اور وہ عید پر ایک قیدی کو جس کے لئے لوگ عرض کرتے تھے ان کی خاطر چھوڑ دیا کرتا تھا ۔,13,22
and there was one named barabbas which lay bound with them that had made insurrection with him who had committed murder in the insurrection,اور برابا نام ایک آدمی ان باغیوں کے ساتھ قید میں پڑا تھا جنہوں نے بغاوت میں خون کیا تھا ۔,24,21
and the multitude crying aloud began to desire him to do as he had ever done unto them,اور بھیڑ اوپر چڑھ کر اس سے عرض کرنے لگی کہ جو تیرا دستور ہے وہ ہمارے لئے کر ۔,18,20
but pilate answered them saying will ye that i release unto you the king of the jews,پیلاطس نے انہیں یہ جواب دیا ۔ کیا تم چاہتے ہوکہ میں تمہاری خاطر یہودیوں کے بادشاہ کو چھوڑدوں ۔,17,20
for he knew that the chief priests had delivered him for envy,کیونکہ اسے معلوم تھا کہ سردار کاہنوں نے اس کو حسد سے میرے حوالہ کیا ہے ۔,12,17
but the chief priests moved the people that he should rather release barabbas unto them,مگر سردار کاہنوں نے بھیڑ کو ابھارا تاکہ پیلاطس ان کی خاطر برابا ہی کو چھوڑ دے ۔,15,18
and pilate answered and said again unto them what will ye then that i shall do unto him whom ye call the king of the jews,پیلاطس نے دوبارہ ان سے کہا پھر جسے تم یہودیوں کا بادشاہ کہتے ہو اس سے میں کیا کروں ۔,26,20
and they cried out again crucify him,وہ پھر چلائے کہ وہ مصلوب ہو ۔,7,8
then pilate said unto them why what evil hath he done and they cried out the more exceedingly crucify him,اور پیلاطس نے ان سے کہا کیوں اس نے کیا برائی کی ہے وہ اور بھی چلائے کہ وہ مصلوب ہو ۔,20,22
and so pilate willing to content the people released barabbas unto them and delivered jesus when he had scourged him to be crucified,پیلاطس نے لوگوں کو خوش کرنے کے ارادہ سے ان کے لئے برابا کو چھوڑ دیا اور یسوع کو کوڑے لگواکر حوالہ کیا مصلوب ہو ۔,23,26
